date,box,name_meta,moviename,stars,faxing,zhizuo,daoyan,zhizuor,theme
10/7/2014,113.57,大宅男,大宅男,谢娜;董成鹏;林美秀;江疏影;萧敬腾;宽叽文;蔡阿嘎;汤尼陈;吴中天;阿诺;张景岚;,华夏电影发行有限责任公司;,延平影业有限公司;博纳影视娱乐有限公司;,朱延平;,,喜剧/爱情
26/6/2015,113.57,大宅男,大宅男,谢娜;董成鹏;林美秀;江疏影;萧敬腾;宽叽文;蔡阿嘎;汤尼陈;吴中天;阿诺;张景岚;,华夏电影发行有限责任公司;,延平影业有限公司;博纳影视娱乐有限公司;,朱延平;,,喜剧/爱情
10/7/2014,145.51,大宅男,大宅男,谢娜;董成鹏;林美秀;江疏影;萧敬腾;宽叽文;蔡阿嘎;汤尼陈;吴中天;阿诺;张景岚;,华夏电影发行有限责任公司;,延平影业有限公司;博纳影视娱乐有限公司;,朱延平;,,喜剧/爱情
26/6/2015,145.51,大宅男,大宅男,谢娜;董成鹏;林美秀;江疏影;萧敬腾;宽叽文;蔡阿嘎;汤尼陈;吴中天;阿诺;张景岚;,华夏电影发行有限责任公司;,延平影业有限公司;博纳影视娱乐有限公司;,朱延平;,,喜剧/爱情
11/11/2014,18814.79,单身男女2,单身男女2,林雪;高圆圆;赵智江;古天乐;杨千嬅;周渝民;吴彦祖;,华夏电影发行有限责任公司;寰亚电影发行（北京）有限公司;五洲电影发行有限公司;北京三快在线科技有限公司;万达影视传媒有限公司;,香港寰亚电影有限公司;银河映像（香港）有限公司;北京荣信达影视艺术有限公司;北京海润影业有限公司;寰亚电影发行（北京）有限公司;万达影视传媒有限公司;,杜琪峰;,,爱情/喜剧
17/6/2016,514.5,当流星划过天际,当流星划过天际,许诺;孙锂华;梁愚;杨晓蓉;许诺;孙锂华;梁愚;杨晓蓉;,海莱坞影视传媒（深圳）有限公司;海莱坞影视发展有限公司;海莱坞影视传媒（深圳）有限公司;北京金忆乾坤影视文化传媒有限公司;,浙江海缘影视有限公司;中国海莱坞影视发展有限公司;海莱坞影视发展有限公司;浙江海缘影视有限公司;中国海莱坞影视发展有限公司;,谢宋奇;谢宋奇;宋奇;,,爱情
17/6/2016,514.5,当流星划过天际,当流星划过天际,许诺;孙锂华;梁愚;杨晓蓉;许诺;孙锂华;梁愚;杨晓蓉;,海莱坞影视传媒（深圳）有限公司;海莱坞影视发展有限公司;海莱坞影视传媒（深圳）有限公司;北京金忆乾坤影视文化传媒有限公司;,浙江海缘影视有限公司;中国海莱坞影视发展有限公司;海莱坞影视发展有限公司;浙江海缘影视有限公司;中国海莱坞影视发展有限公司;,谢宋奇;谢宋奇;宋奇;,,爱情
25/2/2016,29.57,当我们年轻的时候,当我们年轻的时候,叮当;郭九龙;尹亮;王新华;陈长海;曹博;菜菜;安鹏;柳秉钰;胡苏涵;,中国电影集团公司;,烟台清泉影视文化有限公司;北京精点蓝数码电脑设计制作有限公司;,张长征;,,剧情/青春
1/7/2016,55.66,党的女儿尹灵芝,党的女儿尹灵芝,郜耀平;张志宏;姚安濂;李琳;王建国;安宁;卢海华;阎青妤;王朋利;韩三明;,蒸腾影业（北京）有限公司;中易泓德（北京）文化传媒有限公司;中国电影集团公司;,中国人民解放军后勤保障部金盾影视中心;中国人民解放军总后勤保障部金盾影视中心;中易泓德（北京）文化传媒有限公司;山西子墨春秋影视文化有限公司;,卫晓茼;,,剧情/主旋律
12/8/2016,3.56,岛囧,岛囧,王子元;徐香颖;郭剑;金长亮;张灵彦;张小冉;刘宗伟;张轶祺;李渺然;李天涯;张洛晨;刘宇珽;,北京瑞博阳光文化传播有限公司;ifg星图传媒;,由甘肃大河传媒有限公司;苏州广播电视总台;苏州秀麦文化传播有限公司;甘肃大河传媒有限公司;,王子元;,何伟;夏欣才;胥毛毛;孙欣;谭坦;,喜剧
30/9/2013,84.18,盗剑72小时,盗剑72小时,许还山;叶鹏;周平;叶鹏子;杨清;,蘭发行团队;,陕西先行文化发展有限责任公司;中共神木县委县政府;,徐捷;,,喜剧/冒险/悬疑
21/3/2014,6085.24,盗马记,盗马记,王紫逸;陈滢;曾志伟;梁家辉;郑伊健;廖启智;车婉婉;黎芷珊;刘碧丽;王槊;陈慧琳;王祖蓝;,,香港银都机构有限公司;安乐影片有限公司;ufo电影人制作有限公司;,李志毅;,,喜剧
5/8/2016,90045.7,盗墓笔记,盗墓笔记,井柏然;鹿晗;王景春;刘天佐;马思纯;张博宇;,上海电影股份有限公司影视发行分公司;乐视影业（北京）有限公司;北京微影时代科技有限公司;五洲电影发行有限公司;四海电影发行联盟;南派泛娱有限公司;上海鹿港影业股份有限公司;新疆瀚龙影视有限公司;世纪长龙影视股份有限公司;,上海电影（集团）有限公司;乐视影业（北京）有限公司;上海海上影业影视制作有限公司;南派泛娱有限公司;海上影业;北京瓦力网络科技有限公司（小米互娱）;上海承宗文化传播有限公司;北京瓦力网络科技有限公司;世纪长龙影视股份有限公司;,李仁港;,杜俊;曾佩珊;任仲伦;张昭;叶方堂;陈翰海;汪耀元;叶方仓;汪天云;陈戴阁;吴永林;黄紫燕;尹建华;黄霁;刘军;,奇幻/悬疑
2/7/2015,39691.56,道士下山,道士下山,林雪;王学圻;王宝强;范伟;田壮壮;陈虎;元华;陈国坤;郭富城;张震;林志玲;吴建豪;董琦;李雪健;,新丽传媒股份有限公司;五洲电影发行有限公司;,哥伦比亚影片公司;新丽传媒股份有限公司;天津猫眼文化传媒有限公司;北京二十一世纪盛凯影视文化交流有限公司;,陈凯歌;,,喜剧/冒险/动作/古装/武侠
28/7/2015,24.93,等爱归来,等爱归来,谢芳;曹力;张定涵;胡悦;午马;陈志朋;张迪;洪乙心;,北京美丽雨文化传媒有限公司;,北京亚细亚影视制作发行有限公司;北京泰丰懿影视文化有限公司;欧盟中国经济文化委员会;中共临汾市委;中共临汾市政府;临汾市委宣传部;中共洪洞县委;江苏省华侨工艺基金会;深圳润鑫资产管理有限责任公司;,康宁;,,喜剧/爱情/悬疑
31/12/2013,7582.47,等风来,等风来,井柏然;刘雅瑟;倪妮;,上海电影股份有限公司影视发行分公司;北京联瑞影业有限公司;天津完美世界影视文化有限公司;,安乐（北京）电影发行有限公司;北京完美影视传媒股份有限公司;华美时空影视文化传播有限公司;海宁聚光灯影业有限公司;优酷土豆;,滕华涛;,,爱情/文艺/公路
21/11/2014,8.2,等你追我,等你追我,颜丹晨;邵峰;顾易浩;杨大鹏;耿黎明;,上海光悦影视传播有限公司;,浙江宏泰影视文化传播有限公司;,高根荣;谢亮宏;,,爱情/喜剧
17/10/2014,1039.58,等一个人咖啡,等一个人咖啡,周慧敏;赖雅妍;宋芸桦;布鲁斯;张立昂;李羅;蓝心湄;,,安乐影片有限公司;安迈进国际影业股份有限公司;群星瑞智国际娱乐股份有限公司;居尔一拳有限公司;,江金霖;,,爱情/喜剧
28/9/2013,51835.33,狄仁杰之神都龙王,狄仁杰之神都龙王,刘嘉玲;陈坤;冯绍峰;杨颖;胡东;林更新;金汎;盛鉴;林朝绪;赵又廷;马京京;,华谊兄弟传媒股份有限公司;,华谊兄弟传媒股份有限公司;华谊兄弟国际有限公司;,徐克;,,动作/古装/悬疑
19/11/2013,37151.44,地心引力,地心引力,乔治·克鲁尼;桑德拉·布洛克;艾德·哈里斯;,华夏电影发行有限责任公司;环球影业公司;Warner Brothers ;,,阿方索·卡隆;,,科幻/惊悚
4/3/2016,2315.95,地心营救,地心营救,马里奥·卡萨斯;朱丽叶·比诺什;鲍勃·冈顿;奥斯卡·努内兹;宝琳娜·加西亚;蔻特·德·帕布罗;安东尼奥·班德拉斯;凯特·德尔·卡斯蒂洛;詹姆斯·布洛林;艾德里安娜·巴拉扎;加布里埃尔·伯恩;安德森·库珀;罗德里格·桑托罗;贾克波·瓦格斯;卢·戴蒙德·菲利普斯;娜奥米·斯科特;,Golden Village Pictures ;Geo Films ;华纳兄弟影片公司;华纳兄弟公司;美国华纳兄弟影片公司;中国电影集团公司;华纳兄弟影业公司;,艾肯娱乐公司;Half Circle ;Dynamo ;Phoenix Pictures ;,帕翠西娅·里根;,,剧情/传记
18/9/2013,344.53,帝国秘符,帝国秘符,侯勇;胡可;潘粤明;伊能静;,蘭发行团队;,江苏省演艺集团有限公司;华建传媒集团有限公司;南京市文化投资控股（集团）有限责任公司;,李作楠;,,动作/冒险
27/3/2015,196.32,第七谎言,第七谎言,何超仪;陈炳全;黄家乐;卢海鹏;郑中基;吴嘉龙;林德信;曾佩瑜;蔡颖恩;罗仲谦;徐美娜;陈嘉宝;姜皓文;许绍雄;,华夏电影发行有限责任公司;,,孔令政;,,惊悚/犯罪/悬疑
16/1/2015,17065.16,第七子：降魔之战,第七子：降魔之战,贾森·斯科特·李;本·巴恩斯;杰夫·布里吉斯;艾丽西亚·维坎德;大卫·库比特;杰曼·翰苏;奥莉维亚·威廉姆斯;基特·哈灵顿;安婕·特拉乌;朱丽安·摩尔;,华夏电影发行有限责任公司;,传奇影业;环球影业公司;,谢尔盖·波德罗夫;,,魔幻/家庭/冒险
25/9/2015,7005.19,第三种爱情,第三种爱情,包贝尔;江疏影;刘亦菲;宋承宪;孟佳;,华夏电影发行有限责任公司;北京中联华盟文化传媒投资有限公司;淘宝电影;,华视影视投资（北京）有限公司;爱奇艺影业（北京）有限公司;tgr工作室;,李载汉;,,爱情
16/5/2014,43.64,第一眼爱情,第一眼爱情,姜武;黄觉;何琳;刘超;陈志朋;刘一煊;罗立群;洪辰;,北京科影传媒有限公司;,河北电影制片厂;北京天成翔业广告有限公司;熙正照明有限公司;,李妮;,,爱情
22/2/2013,2077.26,电梯惊魂,电梯惊魂,周秀娜;谢君豪;蓝正龙;蔡鸿翔;,华夏电影发行有限责任公司;,北京新影联影业有限责任公司;华夏电影发行有限责任公司;广东金逸珠江电影院线有限公司;北京一声春雷影视文化有限公司;河南文化影视集团有限公司;江苏文化产业集团;北京海润影业有限公司;湖北银兴院线影业有限责任公司;大地时代电影发行（北京）有限公司;浙江横店电影院线有限公司;河北影视集团有限公司;北京春秋四海影业投资有限公司;万达影视传媒有限公司;,宁敬武;,,惊悚/惊秫
14/4/2016,3510.15,垫底辣妹,垫底辣妹,有村架纯;伊藤淳史;吉田羊;安田显;野村周平;藏下穗波;松井爱莉;山田望叶;大内田悠平;田中哲司;峰村理恵;县森鱼;奥田koko;中村靖日;矢岛健一;,高先电影有限公司;华夏电影发行有限责任公司;东宝国际;Mainichi Broadcasting System (MBS) K.K. ;,东宝株式会社;Tokyo Broadcasting System (TBS) ;东宝国际;Film Face ;Kadokawa ;WoWow Inc. ;tbs电视台;Mainichi Broadcasting System (MBS) K.K. ;Asahi Shimbunsha ;Dentsu ;KDDI Corporation ;Hokkaido Broadcasting Company (HBC) ;CBC Television ;FLaMmE ;RKB Mainichi Broadcastin,土井裕泰;,,剧情
16/1/2015,1882.69,谍&middot;莲花,,,,,,,
4/3/2016,2918.67,谍影特工,谍影特工,卢克·布雷西;皮尔斯·布鲁斯南;妮娜·杨科维奇;欧嘉·柯瑞兰寇;威尔·帕顿;拉扎尔·里斯托夫斯基;卡特琳娜·斯柯松;伊莉萨·泰勒-科特尔;,Ascot Elite Entertainment Group ;E Stars Films ;华夏电影发行有限责任公司;Pinema ;Eagle Films ;,DAS Films Ltd. ;Palm-Star Entertainment ;Relativity Media ;SPD Films ;Envision Entertainment ;PalmStar Entertainment (PalmStar Media Capital) ;Das Films ;Irish DreamTime ;Knightsbridge Entertainment ;,罗杰·唐纳森;,,动作/犯罪/惊悚
23/8/2016,42705.19,谍影重重5,谍影重重5,马特·达蒙;艾丽西亚·维坎德;朱丽娅·斯蒂尔斯;汤米·李·琼斯;文森·卡索;艾米·德·布伦;安东尼·莫伦纳;里兹·阿迈德;特莱沃·怀特;阿托·艾桑多;亚历克斯·马丁;保罗·埃德尼;拉斯科·阿特金斯;格雷厄姆·库里;,United International Pictures (UIP) ;Universal Pictures ;环球影业公司;Universal Pictures International (UPI) ;Universal Pictures International ;Andes Films ;NOS Audiovisuais ;Finnkino Oy ;东宝东和;哥伦比亚影业公司;中国电影集团公司;环球影业;,环球影业公司;Perfect World (Beijing) Pictures Co. ;Sur-Film ;肯尼迪/马歇尔电影制作公司;Double Negative ;Captivate Entertainment ;Pearl Street Films ;环球影业;,保罗·格林格拉斯;,马特·达蒙;保罗·格林格拉斯;chris carreras;gregory goodman;弗兰克·马歇尔;helen medrano;克里斯托弗·劳瑟;jennifer todd;道格·里曼;amy lord;henry morrison;colin j. o'hara;ben smith;jeffrey m. weiner;,动作/悬疑/惊悚
8/8/2014,1966.32,碟仙诡谭,碟仙诡谭,方力申;孙建;韩雪薇;刘小佳;陈俏;姚宜艾;尹珊珊;刘凌;刘向京;马恺曼;洪乙心;,北京帧画影视文化传播有限公司;童话部落影视文化传媒（北京）有限公司;北京嘉傲泰合影视文化传媒有限公司;北京银翼文化传媒有限公司;,北京嘉傲泰合影视文化传媒有限公司;,王熠;,,惊悚
8/9/2015,78093.51,碟中谍5：神秘国度,碟中谍5：神秘国度,张静初;西蒙·佩吉;阿美莉嘉·奥利沃;丽贝卡·弗格森;汤姆·克鲁斯;文·瑞姆斯;焦阿基诺·吉姆·库..;理查德·班克斯;肖恩·哈里斯;明格斯·约翰斯顿;杰瑞米·雷纳;赫敏·科菲尔德;杰西卡·威廉姆斯;沃克斯豪尔·杰梅因;亚历克·鲍德温;西蒙·迈克伯尼;丹尼斯·科洛斯克;丹尼尔·哈兰德;,派拉蒙影业公司;华夏电影发行有限责任公司;环球影片公司;环球影业公司;,国家新闻出版广电总局电影卫星频道节目制作中心;坏机器人;阿里巴巴影业集团有限公司;,克里斯托夫·迈考利;,,动作/冒险/惊悚
9/9/2016,3.69,丢羊,丢羊,任帅;,,兰州浩发影视传媒有限公司;,汪小平;,,剧情
27/6/2013,42.34,东方中国梦,东方中国梦,果静林;马可;王千友;刁海明;,华夏电影发行有限责任公司;,乐在（北京）文化传播有限公司;,杨真;,,纪实/纪录片
5/9/2014,797.84,动物也疯狂,动物也疯狂,克里斯托弗·洛伊德;弗莱德·塔他斯西奥;简·林奇;沙尔曼·乔什;杰森·亚历山大;桑尼尔·谢迪;瓦妮萨·威廉姆斯;加利·艾尔维斯;布拉德·加内特;,华夏电影发行有限责任公司;,印度科瑞恩电影公司;,尼基尔·阿德瓦尼;,,动画
1/6/2016,143.57,动植物大战,动植物大战,,哈尔滨松松文化发展有限公司;,哈尔滨松松文化发展有限公司;哈尔滨智慧动画艺术有限公司;,范文彬;,,动画/儿童
11/9/2015,77.15,斗地主,斗地主,刘桦;潘长江;韩兆;买红妹;殷叶子;雷牧;曹随风;,河北领头羊影视传媒有限公司;天津银河文化传媒有限公司;,河北领头羊影视传媒有限公司;,韩兆;,,喜剧
1/6/2016,615.53,斗龙战士之星印罗盘,斗龙战士之星印罗盘,,天津百逸互娱动漫有限公司;,上海炫动传播股份有限公司;合一信息技术（北京）有限公司;天津百逸互娱动漫有限公司;江西泰豪动漫有限公司;咪咕文化科技有限公司;,黎东泰;,,动画/奇幻
2/4/2013,13332.7,毒战,毒战,林雪;郭涛;黄奕;叶璇;王宝强;孙红雷;钟汉良;甘婷婷;李光洁;成泰燊;高鑫;黎静;尹铸胜;王紫逸;肖聪;古天乐;卢海鹏;林家栋;吴廷烨;任岩;谭凯;郝平;王思雅;姜皓文;张兆辉;,华夏电影发行有限责任公司;北京海润影业有限公司;,国家新闻出版广电总局电影卫星频道节目制作中心;银河映像（香港）有限公司;华夏电影发行有限责任公司;北京海润影业有限公司;,杜琪峰;,,动作/惊悚/犯罪
5/10/2013,7888.77,独行侠,独行侠,艾米·汉莫;海伦娜·伯翰·卡特;约翰尼·德普;威廉·菲德内尔;亚历桑德丽娅·莫罗;吉尔·伯明翰;罗伯特·贝克;卢·坦普尔;兰德尔·古斯拜;萨吉诺·格兰特;罗尼·罗德里格斯;大卫·达斯汀·凯尼恩;泰特·弗莱彻;马特·欧莱瑞;詹姆斯·弗莱恩;查德·布鲁迈特;梅森·库克;汤娅·凯;克里斯多夫·哈根;莱昂·瑞佩;蒂莫西·墨菲;蒂娜·帕克;马修·佩吉;约翰·戴维·卡勒姆;特拉维斯·汉默;詹姆斯·贝吉·戴尔;汤姆·威尔金森;乔昆·科西欧;w·厄尔·布朗;哈里·崔德威;巴里·佩珀;露丝·威尔森;斯蒂芬·鲁特;达蒙·赫尔,华夏电影发行有限责任公司;,杰瑞·布鲁克海默电影公司;,戈尔·维宾斯基;,,动作/冒险/西部
24/6/2016,48450.97,独立日：卷土重来,独立日：卷土重来,杨颖;乔伊·金;利亚姆·海姆斯沃斯;麦卡·梦露;杰西·厄舍;杰夫·高布伦;夏洛特·甘斯布;比尔·普尔曼;薇薇卡·福克斯;布伦特·斯皮内;詹姆斯·伍兹;尼古拉斯·怀特;海思·威尔福德;瑞安·卡怀特;贾德·赫希;特拉维斯·托普;加内特·瓦瑞格;威廉·菲德内尔;雪拉·渥德;道比·欧帕瑞;袁隆;黄经汉;特拉维斯·汉默;弗伯·戴瓦尔;约翰尼·奥托;,20世纪福克斯电影公司;华夏电影发行有限责任公司;二十世纪福斯电影公司;二十世纪福斯公司;20世纪福克斯阿根廷分公司;SF Film Finland ;二十世纪福斯德国分公司;华纳兄弟公司;二十世纪福斯荷兰分公司;20世纪福斯公司;中国电影集团公司;,20世纪福克斯电影公司;二十世纪福斯电影公司;,罗兰·艾默里奇;,罗兰·艾默里奇;迪安·德夫林;carsten h.w. lorenz;ute emmerich;沃克·恩格尔;哈洛德·克卢瑟;马克·韦格特;marco shepherd;amy greene vines;拉瑞·弗兰科;,动作/科幻/冒险
