0.5的爱情,﻿爱情,2014/9/12,蒲巴甲;李悦铭;江语晨;龚洁;,北京帧画影视文化传播有限公司;,河北志宝文化传媒有限公司;北京上视之光影视科技有限公司;,邢潇;,,56,1,1
功夫熊猫2,,2013/5/11,成龙;安吉丽娜·朱莉;刘玉玲;劳伦·汤姆;弗莱德·塔他斯西奥;杰克·布莱克;尚格·云顿;杨紫琼;吴汉章;达斯汀·霍夫曼;罗密·罗斯蒙特;维克托·加柏;康拉德·弗农;塞斯·罗根;加里·奥德曼;丹尼斯·海斯伯特;保罗·马佐斯基;詹姆斯·伍兹;大卫·克罗斯;,派拉蒙影业公司;United International Pictures (UIP) ;Universal Pictures Benelux ;DreamWorks Home Entertainment ;华夏电影发行有限责任公司;FX Networks ;Paramount Pictures ;Zon Lusomundo Audiovisuais ;Solar Entertainment ;Universal Pictures International ;,美国梦工厂影片公司;,詹妮弗·余;,,55414.790000,2,2
功夫熊猫3,动画/动作/冒险/喜剧,2016/1/29,张国立;姜武;黄磊;王志文;白百何;王太利;朱珠;肖央;成龙;周杰伦;安吉丽娜·朱莉;布莱恩·科兰斯顿;刘玉玲;郭子睿;张纪中;杰克·布莱克;吴汉章;达斯汀·霍夫曼;塞斯·罗根;凯特·哈德森;黄忆慈;大卫·克罗斯;j·k·西蒙斯;杨幂;,20世纪福克斯电影公司;上海众明优影影视文化传媒有限公司;中国电影集团公司;,美国梦工厂影片公司;上海众明优影影视文化传媒有限公司;上海东方梦工厂文化传播有限公司;中国电影集团公司;,吕寅荣;亚力山德罗·卡罗尼;,,100176.1,1,1
动植物大战,动画/儿童,2016/6/1,,哈尔滨松松文化发展有限公司;,哈尔滨松松文化发展有限公司;哈尔滨智慧动画艺术有限公司;,范文彬;,,144.8,1,1
动物也疯狂,动画,2014/9/5,克里斯托弗·洛伊德;弗莱德·塔他斯西奥;简·林奇;沙尔曼·乔什;杰森·亚历山大;桑尼尔·谢迪;瓦妮萨·威廉姆斯;加利·艾尔维斯;布拉德·加内特;,华夏电影发行有限责任公司;,印度科瑞恩电影公司;,尼基尔·阿德瓦尼;,,990.3,1,1
劫案迷云,动作/惊悚,2013/3/1,尼古拉斯·凯奇;乔什·卢卡斯;丹尼·赫斯顿;玛琳·阿克曼;,Eagle Films ;Nu Image Films ;,千年电影公司;,西蒙·韦斯特;,,4425.8,1,1
劳拉的星星在中国,,2013/3/11,连凯;,上海电影股份有限公司影视发行分公司;上海炫动传播股份有限公司;,上海电视传媒有限公司;北京卡酷动画卫视;北京郑致光三维动画设计有限公司;卢特基尔希卡通电影公司;德国玛宝影业有限公司;,蒂洛·格拉夫·罗瑟科什;,,241.290000,2,2
勿忘初心,剧情/喜剧,2016/8/25,蒲巴甲;魏一;方青卓;姜超;魏伊;曹扬;,北京虹合品尚文化传媒有限公司;,北京飞天唐自头影视文化发展有限公司;,尹哲;,,9.2,1,1
匆匆那些年,爱情/青春,2014/12/4,王一;孙歌璐;傅天骄;鲁昕儿;,,,金沙;,,213,1,1
匆匆那年,爱情/青春,2014/12/5,陈赫;刘雅瑟;倪妮;魏晨;张子萱;毕夏;彭于晏;郑恺;,北京小马奔腾文化传媒股份有限公司;北京光线影业有限公司;引力影视投资有限公司;,合一影业有限公司;北京小马奔腾文化传媒股份有限公司;北京光线影业有限公司;北京果然影视文化有限公司;引力影视投资有限公司;北京凤凰联动影视文化传播有限公司;上海汉涛信息咨询有限公司;,张一白;时尧;,,58849.3,1,1
化妆师,惊悚,2014/3/20,巩新亮;尚华;大左;谢韵虹;李晓磊;午马;冯淬帆;王希维;高伟光;,上海凯羿影视传播有限公司;,绍兴新锐传媒影视文化发展有限公司;上海广角镜影视文化传播有限公司;,午马;,,668.3,1,1
北京·纽约,爱情,2015/3/6,刘烨;江疏影;王骁;林志玲;理查·德克勒克;,上海电影股份有限公司影视发行分公司;北京二十一世纪威克影业投资有限公司;北京百度网讯科技有限公司;深圳二十一世纪威克影视传媒有限公司;,国家新闻出版广电总局电影卫星频道节目制作中心;大地时代电影文化传播(北京)有限公司;北京泛亚视觉文化传播有限公司;北京中联传动影视文化有限公司;深圳二十一世纪威克影视传媒有限公司;秋风文化发展（北京）有限公司;二十一世纪威克影视传媒（天津）有限公司;克诺影视传媒（北京）有限公司;四川星空影视文化传媒有限公司;,李晓雨;,,1905.2,1,1
北京时间,爱情,2015/12/11,刘威;丁海峰;邵峰;李保田;周秀娜;娜仁花;孙涛;陈乔恩;刘晓烨;马元;,枫海传媒;北京星美影视发行有限公司;,北京小马奔腾文化传媒股份有限公司;中共北京市委宣传部;北京市新闻出版广电局;北京广播电视台;北京电视艺术中心有限公司;北京歌华有线电视网络股份有限公司;,安战军;,,0.4,1,1
北京爱情故事,爱情,2014/2/13,刘嘉玲;王学兵;耿乐;王庆祥;佟丽娅;陈思诚;余男;刘昊然;梁家辉;金燕玲;欧阳娜娜;斯琴高娃;郭京飞;,万达影视传媒有限公司;,北京电影学院青年电影制片厂;英皇电影有限公司;英皇（北京）文化发展有限公司;上海骋亚影视文化传媒有限公司;浙江蓝巨星国际传媒有限公司;浙江蓝天下影视传媒有限公司;北京诺丁山文化传播有限公司;省广合众（北京）国际传媒广告有限公司;万达影视传媒有限公司;,陈思诚;,,40553.1,1,1
北京遇上西雅图,爱情/喜剧,2013/3/21,刘仪伟;海清;买红妹;李绮虹;汤唯;金燕玲;亚历克斯·达弗;凯瑟琳·芮木登;克莱顿·基蒂;丹蒂·李·艾瑞斯;宋美慧;迈克尔·丹尼斯;维多利亚·沃特豪丝;宋美曼;布莱德·汉特;,安乐（北京）电影发行有限公司;上海尚世影业有限公司;,安乐影片有限公司;国家新闻出版广电总局电影卫星频道节目制作中心;安乐（北京）电影发行有限公司;北京数字印象文化传播有限公司;北京和禾和文化传媒有限责任公司;,薛晓路;,,51975,1,1
北京遇上西雅图之不二情书,爱情/喜剧,2016/4/29,陆毅;吴秀波;汤唯;韩张;刘志宏;吴彦姝;秦沛;惠英红;王志文;祖峰;颜卓灵;王茜;张一白;李璨琛;陈创;,安乐（北京）电影发行有限公司;北京微影时代科技有限公司;北京百度糯米信息技术有限公司;天津联瑞影业有限公司;无锡市淘宝影视文化传播有限公司;,安乐影片有限公司;安乐（北京）电影发行有限公司;北京和禾和文化传媒有限责任公司;东阳盟将威影视文化有限公司;上海腾讯企鹅影业文化传播有限公司;北京佳文映画文化传媒有限责任公司;霍尔果斯不二文化传媒有限公司;北京天华华文影视投资有限公司;蓝色星空影业有限公司;浙江影视集团有限公司;北京佳文映画文化传媒有限公司;,薛晓路;,江志强;邓汉强;谭芷珊;吴慧君;,78669.7,1,1
北回归线,爱情/喜剧,2014/10/17,吴昕;黄龄;李治廷;,北京航美影视文化有限公司;,青年电影制片厂;浙江天光地影影视制作有限公司;中共云南省委宣传部;中共红河州委宣传部;中共弥勒市委宣传部;,郭爽;冯媛;,,246.7,1,1
北漂鱼,喜剧/青春/都市,2013/6/21,董成鹏;余治林;林子聪;尼玛颂宋;雷思颖;鲁宇飞;李梓言;戴佳佳;戚云鹏;姜峰;苗苗;潘泰名;石小满;,蘭发行团队;,北京艾美斯特影视文化有限公司;贵州都市虎子传媒有限责任公司;共青团中央网络影视中心;,余治林;,,333,1,1
匹夫,,2013/1/8,黄晓明;江珊;张歆艺;张译;高群书;梁静;倪景阳;王烈;张越;李子雄;包小柏;马志明;孙磊;,华夏电影发行有限责任公司;北京光线影业有限公司;,北京光线影业有限公司;天津全景影业投资有限公司;,杨树鹏;,,2766.000000,2,2
医缘,爱情/喜剧,2014/11/5,,,上海电影（集团）电视剧制作有限公司;上海亚太影视公司;,曹钟强;,,58.3,1,1
十七岁,爱情,2015/10/30,应采灵;庹宗华;任贤齐;贾静雯;杨淇;包小柏;王宇婕;白梓轩;黄嘉千;邓志鸿;邵雨薇;阎成诚;魔幻力量;杨又颖;程予希;张珮莹;琇琴;孙鹏;品冠;林志谦;石知田;郑暐达;严爵;王道;王道南;,,大路视听制作有限公司;,周格泰;,,394.7,1,1
十万个冷笑话,动画/喜剧,2014/12/31,阿杰;山新;宝木中阳;皇贞季;,华夏电影发行有限责任公司;上海炫动传播股份有限公司;五洲电影发行有限公司;万达影业（香港）有限公司;万达影视传媒有限公司;,上海炫动传播股份有限公司;有妖气原创漫画梦工厂;万达影视传媒有限公司;,卢恒宇;李姝洁;,,11981.9,1,1
十万伙急,喜剧/悬疑,2015/4/17,欧汉声;吴孟达;吴宗宪;纳豆;黄嘉千;邓志鸿;郑大炮;洪爱玲;无尊;陈旭辉;郑舜文;阿雀姨;刘谦益;脱线;周嘉丽;孟庆而;运昌凑;陈光前;王梦麟;王国燊;唐徒圣;陈后升;王后;陈淑欣;胖许;方文山;陈宣裕;邓泳徽;孔锵;萧志玮;田铭耀;吴运凯;温兴昂;素珠;王予柔;陈建彬;李国煌;康康;白云;王彩桦;应蔚民;董至成;钟昀呈（小钟）;巫培双;,,拾万电影制作有限公司;,康康;,,128.3,1,1
十二公民,剧情/犯罪,2015/5/15,王刚;何冰;韩童生;李光复;刘辉;雷佳;米铁增;张永强;钱波;高冬平;班赞;赵春羊;,蘭发行团队;,北京果实创想影视文化有限公司;北京聚本文化传媒有限公司;,徐昂;,,1396.9,1,1
十二星座离奇事件,惊悚/悬疑,2012/7/13,佟大为;柳岩;杜海涛;秦昊;乔任梁;宋宁;甘薇;张钧涵;刘延;,乐视影业（北京）有限公司;,香港银都机构有限公司;乐视影业（北京）有限公司;,盛志民;,,2004.6,1,1
十二生肖,动作/冒险/喜剧,2012/12/20,姜文;廖凡;王庆祥;白冰;林鹏;房祖名;姚星彤;白平;张蓝心;成龙;卢惠光;施祖南;舒淇;陈柏霖;吴彦祖;罗娜·韦斯贝克尔;权相宇;刘承俊;李宗盛;凯特琳·戴雪儿;奥利弗·普莱特;保罗·菲利普·克拉克;,华谊兄弟传媒股份有限公司;,上海电影（集团）有限公司;华谊兄弟传媒股份有限公司;成龙英皇影业有限公司;北京龙苑堂文化艺术有限公司;北京唐德国际文化传媒有限公司;北京耀莱国际文化产业有限公司;东阳一房子影视制作有限公司;,成龙;,,88113.4,1,1
十二生肖城市英雄,动画,2014/10/3,苏倩云;丁润琦;王琰;,北京瑞盛太合文化传媒有限公司;北京寰球影视文化有限公司;,安徽电影集团（安徽电影制片厂）;安徽同人文化传播有限公司;,葛海涛;,,59.4,1,1
十五岁的笑脸,,2013/4/26,张山;王绘春;傅淼;赵娜;尹建平;,华夏电影发行有限责任公司;青岛市电影发行放映公司;,青岛凤凰世纪传媒有限公司;青岛市电影发行放映公司;,王丹;,,224.980000,2,2
十月初五的月光,爱情,2015/11/20,薛家燕;杨璐;陆俊光;彭永琛;黄子雄;陈嘉佳;卢惠光;卢海鹏;田启文;秦煌;唐文龙;佘诗曼;郭峰;商天娥;江美仪;苏志威;刘浩龙;鲁振顺;郑欣宜;陈慧敏;关文晶;黄莹;林颖彤;何傲芝;陈乔恩;张智霖;黎芷珊;梁健平;马海伦;陈丽云;蔡一智;戴耀明;张松枝;庄思敏;汪琳;蔡洁;张建声;蔡一杰;吕慧仪;胡渭康;郑则仕;,爱奇艺影业（北京）有限公司;,香港银都机构有限公司;太阳娱乐文化有限公司;爱奇艺影业（北京）有限公司;广州长长影视文化有限公司;博智影业文化传媒（北京）有限公司;太阳亚洲集团有限公司;中国3d数码娱乐有限公司;北京昊月星涛体育文化传播有限公司;,叶念琛;,,4261.7,1,1
十月阳春,剧情,2016/6/18,吴天齐;宗旭升;杨瑾;,,,王昶昊;,,0.6,1,1
千锤百炼,纪实/纪录片/运动,2013/12/20,叶新春;赵忠;齐漠祥;何宗礼;缪云飞;,后窗放映;,中视远方（北京）文化传媒有限公司;,张侨勇;,,16.7,1,1
午夜43路,惊悚/恐怖,2015/6/26,邵音音;周俊伟;陈颖欣;蔡明芳;周家怡;廖子妤;李梓宸;蔡瀚亿;许雅婷;龚慈恩;林芊妤;吴佩孚;陈志健;潘绍聪;张兆辉;,华夏电影发行有限责任公司;,香港基金电影公司;,杜玉贞;,,840.6,1,1
午夜凶梦,,2012/12/31,周显欣;吴建飞;金汐;黄维德;关智斌;,上海华宇电影股份有限公司;,上海华宇电影股份有限公司;上海祥盛影视制作发行有限公司;湖北省电影发行放映总公司;深圳迅雷网络技术有限公司;,叶伟英;,,922.480000,2,2
午夜寻访录,恐怖,2016/4/8,胡可;李琦;沙溢;付宏;,禾木恩泽文化传媒(北京）有限公司;深圳金蔷薇电影发行有限公司;北京鱼化龙电影发行有限公司;中影数字电影发展(北京)有限公司;,北京自由高度传媒广告有限公司;,刘天荣;,,104.1,1,1
午夜微博,惊悚,2013/3/1,杜娟;邓紫衣;刘羽琦;刘鹏;唐禹哲;洪一平;,海南传奇影业有限公司;,北京春秋时代文化有限公司;上海天幕星映文化传媒有限公司;武汉传奇人影视艺术有限公司;,邓科;,,536.6,1,1
午夜火车,惊悚,2013/3/8,李宗翰;惠英红;王双宝;,,北京光线影业有限公司;夜线影业;,张江南;,,679.1,1,1
半夜不要照镜子,,2014/6/17,周亚平;张钧涵;刘静怡;及莉;徐汶萱;李曼筠;苏悦华;姜梦茹;关智斌;,北京新影联影业有限责任公司;浙江东阳四月天影视文化有限公司;,一九零五（北京）网络科技有限公司;北京东方歌典文化传播有限公司;,牛朝阳;,,1144.300000,2,2
半夜叫你别回头,惊悚/恐怖,2015/10/30,殷果儿;涵丰;郭云奇;王修浩;宋嘉豪;常笑笑;倪慕斯;,浙江东阳四月天影视文化有限公司;,浙江东阳四月天影视文化有限公司;北京东方歌典文化传播有限公司;北京菲尔幕文化传媒有限公司;山西菲尔幕文化传媒有限公司;,陆诗雨;,,853.2,1,1
半熟少女,爱情,2016/3/25,黄灿灿;敖犬;可晴;王子杰;朱俊呈;王子豪;南笙;江倩龄;黄诗琪;蔡紫缇;,北京亚细亚影视制作发行有限公司;禾木恩泽文化传媒(北京）有限公司;北京时代影响力影视文化有限公司;北京时代黎明文化传媒有限公司;,禾木恩泽文化传媒(北京）有限公司;北京时代影响力影视文化有限公司;,赵宇;阿牛;,,232.4,1,1
华丽上班族,喜剧/爱情,2015/9/2,王紫逸;周润发;洪天明;陈奕迅;车婉婉;汤唯;张艾嘉;天心;朱健钧;龚慈恩;张兆辉;郎月婷;,乐视影业（北京）有限公司;,香港寰亚电影有限公司;安乐影片有限公司;国家新闻出版广电总局电影卫星频道节目制作中心;银河映像（香港）有限公司;华夏电影发行有限责任公司;乐视影业（北京）有限公司;北京海润影业有限公司;太阳娱乐文化有限公司;爱奇艺影业（北京）有限公司;浙江宁佑传媒有限公司;,杜琪峰;,,4748.2,1,1
单身男女,,2014/11/8,林雪;高圆圆;古天乐;李诗韵;吴彦祖;尹子维;贾晓晨;,美亚娱乐资讯集团有限公司;广州美亚华天下电影发行有限公司;,香港寰亚电影有限公司;银河映像（香港）有限公司;中影寰亚音像制品有限公司;,杜琪峰;,,9067.330000,2,2
单身男女2,爱情/喜剧,2014/11/11,林雪;高圆圆;赵智江;古天乐;杨千嬅;周渝民;吴彦祖;,华夏电影发行有限责任公司;寰亚电影发行（北京）有限公司;五洲电影发行有限公司;北京三快在线科技有限公司;万达影视传媒有限公司;,香港寰亚电影有限公司;银河映像（香港）有限公司;北京荣信达影视艺术有限公司;北京海润影业有限公司;寰亚电影发行（北京）有限公司;万达影视传媒有限公司;,杜琪峰;,,19875,1,1
南口1937,战争,2016/6/23,孙看;孙洪涛;谢芳;杜旭东;刘继忠;邵万林;刘忠元;张勇手;梅俪儿;宋维芝;,华夏电影发行有限责任公司;指点影业（北京）有限公司;,中国电影家协会;北京华都新雨影视文化发展有限公司;,朱丹;,,168.1,1,1
南平红荔,剧情,2012/11/6,廖京生;邬君梅;,华夏电影发行有限责任公司;,最高人民法院影视中心;,董玲;,,82,1,1
南方大冰雪,剧情,2012/12/28,吴超;王奕盛;江佳奇;房思瑜;,华夏电影发行有限责任公司;,华夏电影发行有限责任公司;广州澳视文化传播有限公司;广州兵艺文化活动策划有限公司;,龚应恬;,,32.3,1,1
南泥湾,战争/历史/主旋律,2013/3/1,彭丹;任帅;姬他;,华夏电影发行有限责任公司;,国家新闻出版广电总局电影卫星频道节目制作中心;华夏电影发行有限责任公司;天津北方电影集团;北京彭丹世纪影视文化有限公司;,彭丹;,,27.310000,2,1
博物馆奇妙夜3,喜剧/冒险/家庭,2015/1/4,米基·鲁尼;比尔·考布斯;派崔克·盖勒;史蒂夫·库根;本·斯蒂勒;本·金斯利;罗宾·威廉姆斯;斯凯勒·吉桑多;索菲·利维;拉琪儿·哈里斯;瑞奇·热维斯;布伦南·艾利奥特;迪克·范·戴克;瑞贝尔·威尔森;帕特里克·萨邦圭;汉娜·布拉米雷斯;迈克尔·丹尼斯;欧文·威尔逊;马修·哈里逊;米苏·贝克;拉米·马雷克;丹·史蒂文斯;,华夏电影发行有限责任公司;,,肖恩·利维;,,32304.4,1,1
卧虎藏龙：青冥宝剑,动作/冒险,2016/2/19,吴育刚;关永扬;朴云龙;袁之正;甄子丹;原丽淇;吴青芸;刘承羽;贾森·斯科特·李;岑勇康;杨紫琼;陈钰芸;,五洲电影发行有限公司;东阳派格华创影视传媒有限公司;中国电影股份有限公司北京电影发行分公司;,国家新闻出版广电总局电影卫星频道节目制作中心;韦恩斯坦公司;派格太合环球传媒;名威影业公司;NetFlix ;东阳派格华创影视传媒有限公司;虎童基金;Yucaipa Films ;Film 44 ;美国韦恩斯坦公司;美国韦恩斯坦影业公司;中国电影集团公司;,袁和平;,,25624.6,1,1
卧龙岗,喜剧/悬疑,2014/10/17,林雪;英达;雪村;牛萌萌;李彬;俞晴;苗浩钧;翁虹;朱洁;秦学士;,北京传家宝影视传媒有限公司;,北京传家宝影视传媒有限公司;凤凰东方华娱（北京）国际文化传媒有限公司;,雪村;,,29.1,1,1
